Unnamed: 0_level_0,Unnamed: 1_level_0,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away
Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90
1,Arsenal,4,3,1,0,11,1,10,10,2.5,8.1,1.7,6.4,1.6,3,2,0,1,3,2,1,6,2.0,3.8,2.6,1.1,0.38
2,Liverpool,3,3,0,0,7,3,4,9,3.0,3.6,2.9,0.7,0.25,4,2,0,2,6,6,0,6,1.5,7.3,5.0,2.3,0.56
3,Tottenham,3,1,1,1,4,2,2,4,1.33,3.3,3.6,-0.3,-0.1,4,3,1,0,9,3,6,10,2.5,4.1,5.2,-1.1,-0.27
4,Bournemouth,4,3,1,0,6,2,4,10,2.5,4.4,2.2,2.2,0.55,3,1,1,1,5,6,-1,4,1.33,4.0,4.2,-0.2,-0.07
5,Manchester City,3,2,0,1,8,3,5,6,2.0,6.2,2.7,3.5,1.15,4,2,1,1,7,3,4,7,1.75,5.9,4.4,1.5,0.38
6,Crystal Palace,3,1,2,0,3,2,1,5,1.67,5.8,3.4,2.4,0.79,4,2,1,1,6,3,3,7,1.75,6.9,5.3,1.6,0.41
7,Chelsea,4,2,1,1,5,4,1,7,1.75,6.5,5.8,0.7,0.18,3,1,1,1,8,5,3,4,1.33,4.4,3.9,0.5,0.16
8,Everton,4,2,2,0,5,2,3,8,2.0,6.3,5.5,0.8,0.21,3,1,0,2,4,5,-1,3,1.0,3.4,4.0,-0.6,-0.21
9,Sunderland,3,2,1,0,6,2,4,7,2.33,3.3,2.5,0.7,0.25,4,1,1,2,1,4,-3,4,1.0,3.5,6.2,-2.7,-0.67
10,Manchester Utd,4,3,0,1,7,4,3,9,2.25,8.7,3.6,5.1,1.28,3,0,1,2,2,7,-5,1,0.33,4.9,6.3,-1.4,-0.47
11,Newcastle Utd,4,2,0,2,6,5,1,6,1.5,6.3,3.4,2.9,0.72,3,0,3,0,0,0,0,3,1.0,2.1,1.3,0.8,0.26
12,Brighton,3,1,2,0,5,4,1,5,1.67,5.0,3.7,1.3,0.44,4,1,1,2,5,6,-1,4,1.0,6.2,5.4,0.8,0.19
13,Aston Villa,4,2,1,1,5,5,0,7,1.75,3.5,5.5,-2.0,-0.5,3,0,2,1,1,2,-1,2,0.67,2.4,4.2,-1.8,-0.6
14,Fulham,3,2,1,0,5,2,3,7,2.33,3.6,3.0,0.6,0.21,4,0,1,3,3,9,-6,1,0.25,3.6,5.9,-2.3,-0.57
15,Leeds United,4,1,2,1,4,4,0,5,1.25,6.1,2.5,3.6,0.9,3,1,0,2,3,7,-4,3,1.0,1.5,5.3,-3.9,-1.29
16,Brentford,4,2,1,1,6,4,2,7,1.75,5.2,5.3,-0.1,-0.03,3,0,0,3,3,8,-5,0,0.0,3.2,4.3,-1.1,-0.37
17,Nott'ham Forest,3,1,0,2,3,5,-2,3,1.0,4.1,5.5,-1.4,-0.45,4,0,2,2,2,7,-5,2,0.5,2.5,7.0,-4.5,-1.13
18,Burnley,3,1,1,1,3,2,1,4,1.33,2.0,4.5,-2.4,-0.81,4,0,0,4,4,13,-9,0,0.0,2.9,8.9,-6.1,-1.52
19,West Ham,3,0,0,3,2,10,-8,0,0.0,2.0,6.1,-4.1,-1.38,4,1,1,2,4,6,-2,4,1.0,4.6,5.0,-0.4,-0.09
20,Wolves,4,0,1,3,4,11,-7,1,0.25,4.0,5.8,-1.8,-0.44,3,0,1,2,1,3,-2,1,0.33,2.1,3.6,-1.5,-0.5
